Review,Target
"We flew from Denpasar to Perth yesterday and will never fly this airline again. We checked in several hours before our flight and were disappointed to find that we had been given seats in two different rows (my husband and I were flying with our two kids). Obviously we had hoped to sit together as a family but thought ""oh well it's not the end of the world"". We boarded the plane and realised that we were not only in different rows but in 4 different seats. We were absolutely gob-smacked that an airline could put a 2 year old on his own! When we waved down the air hostess and explained that our son who had just turned two could not sit on his own she told us that the flight was full and we would have to take our dedicated seats. I told her that our 2 year old could not possibly sit on his own and she suggested that he sit on my lap instead. Pretty disappointing when you paid for 4 seats. Just when I thought things couldn't get much worse the food trolley came around and after placing my order for a hot meal for myself and my two kids I was told that they only accept cash and not card. I didn't have any cash on me (I had actually tried to withdraw cash at the airport but the ATM was out of order) so they told me I was unable to order any food. I said that there must be some other option as my kids were hungry and surely there was something they could do but they did not help at all. My poor kids basically spent the whole flight crying with hunger and they wouldn't even give me a bottle of water (as our water had been taken off us at the airport by security). I was basically in tears by this time and finally a kind passenger gave me $10 so I could buy something for the kids to eat. I will never fly with this airline again.",Detractor
NRT-CDG Business cabin. Up to ANA standards when it comes to FA politeness and devotion to passenger service. Plane (B747) was very clean including the toilets throughout the flight. Seat was angled-flat but adequate to sleep. Inflight entertainment (VOD) was exhaustive in its offering (even though the channel guide catalog is somewhat hard to understand). Food was nice but odd in terms of offering. Appetizer and main course were delicious even though portions were slightly small. What surprised me the most was that ANA changed its policy (I was told by a FA) and the 2nd meal normally served two hours before landing had been discontinued and replaced by the (quite basic) light meal offering offered throughout the flight (sandwich pizza etc).,Promoter
Flew UA from DEN to HNL in First Class. This is apparently a converted Continental plane with full reclining seats in first class. The seat was very comfortable with plenty of room. The food was decent although the spinach calzone was drowned in a cream sauce - tasty but not very healthy. The servers were friendly and helpful although after the meal was served about an hour in you had to make a request for a beverage over the next 5 hours as opposed to any regular beverage service. I rarely fly first class so maybe they expect you to ask for something as opposed to bringing beverages out regularly? The plane had seatback on-demand entertainment which was great except why is it that the UA webpage is still showing their listings for September and October only?,Passive
TK21 PEK to IST. Orderly and on time boarding. Was asked to relocate to a different seat than the one pre- assigned in order to accommodate a passenger with physical disability. Ended up in a window seat as no other aisle seats were available. The Purser tried very hard and apologized profusely. A warm approach I am not used to receiving from TK FA's. Cabin as with many TK flights very warm and air stale. Comfortable lie-flat seats with plush blanket and soft pillow. The shell style seats do not offer much storage room and are narrower than other business class seats. Attentive service throughout the flight with FA's frequently checking on passengers. Good meal and wine selection although main course was somewhat tasteless. AVOD system with 20 inch screens and a wide selection of movie and music options although somewhat dated. The highlight of the flight was the free WiFi which is a very nice touch. Overall a pleasant experience.,Passive
AI330 20 Feb BKK-BOM A321 Seat 27C and my wife 27A (middle seat empty). Average service from the Indian staff at Bombay Airport no eye contact no greetings just come and go types. Crew again all female crew including cockpit welcoming and pleasant - but midway through the flight after the meal service things changed. I moved to the last empty row so my wife and I both could get some sleep however one of the crew members walked up to me and told me I could not sit there. This left a sour taste after the wonderful flight I had on the inbound.,Passive
"  Flew from Boston to Las Vegas. Do not be fooled - there is absolutely nothing worth your while by flying Spirit Airlines. My vacation was completely soured by this airline. Most uncomfortable, narrow seats, water is even at a charge, and there was only 1 functional bathroom for a 5.5 hour, completely full flight, not to mention the fact that I pre-paid $40 for a checked bag, and was charged an additional $55 for a bag that was 51 pounds, yes you read that correctly $95 for a suitcase - an absolute scam. Staff are unhelpful, unfriendly, and find humor in how unaccommodating the airline is, joking and making reference to this the entire flight. Making the experience even more frustrating. Do not make the mistake or be fooled by the ""barefare"" advertisement!",Detractor
" I always have mixed feelings about Delta's 767-300ER. It (and 767 in general) has the best economy seating arrangement of 2-3-2. However, the aircraft is loud and the overhead bins are small. IFE on this particular aircraft was good, with a nice selection of movies (this has been my positive impression about Delta). Food and service were decent, as expected from the airline. My flight was diverted due to bad weather in NYC (sounds familiar?), and this, of course, was not the airline's fault. In fact, the crew did a good job updating us about status and showed effort to get us to JFK as fast as they could.",Promoter
"  Boarded SU213 from Hong Kong to Moscow at 11am on July 6th 2017, waited for 4hrs and then told to get off the plane and come back 8hrs later. We came back and boarded and again sat for another 4hrs and once again asked to get off the plane and the flight was cancelled. We decided to cancel our Moscow tour.",Detractor
"A very long flight, and so I chose a window seat so that I could look at the Himalayas, Hindu Kush ect. But not allowed to because the blinds were to be pulled down for all the legs of the journey, both in and out of Hong Kong. Apparently this is Cathay Pacific policy, and is to encourage passengers to sleep (thereby keeping them quiet). I can sleep well on a plane, but not for 24 hours! Most airlines have eye shades.",Detractor
SIN-NKG-TAO MU772 A320 in economy. Takeoff was 30 minutes after scheduled time. No explanation by the crew. Legroom was ok made this midnight flight fairly comfortable. My seat did not have a blanket and pillow and I had to ask for a set. The seat itself was in very good shape other than a loose tray table which was a problem for a lot of people. No TV screens safety procedure was shown to us by the cabin crew. No PTVs something frequent flyers of MU should be used to. Food was nothing out of the ordinary some yoghurt sour cucumber salad fresh fruits and a choice of western or oriental breakfast. Both were OK. Many rounds of beverage services and alcohol readily available. Cabin crew were very friendly though reserved other than a male steward who was very impatient. Not worth the ticket price for such an ordinary airline.,Passive
I've flown 8 times with Frontier airlines and I couldn't be happier with their service. The flights were laid back and quiet. Once I even lost my boarding pass after I went through the security checkpoint. The lady at the terminal was very nice understanding and knowledgeable. After verifying my identity with a few clicks at a computer she printed me out another pass and I was able to catch my flight without a problem. They've never lost any of my luggage either. The inflight crew were always very nice and quick to respond to questions and concerns. The only down-side I could find is that you can only buy in-flight refreshment with a credit card - no cash.,Promoter
DXB-JFK on the A380. Boarding and departure was delayed by nearly an hour due to the late arrival of inbound aircraft. Seats were comfortable but worn out. No footrests but legroom was great especially at the back of the plane when it started to curve. Entertainment system as expected is simply the best in the industry. The choices of movie shows music and cool things like exterior cameras is virtually endless. However this was the only exceptional part of the flight. Flight attendants with the exception of one or two looked exhausted disinterested and frankly very rude. I've never encountered such bad mannered and grumpy flight attendants. I've had wonderful and memorable crews on domestic flights here in the United States and the crew on this flight was just a disappointment. Service calls were constantly ignored and service was extremely slow. It took them more than two hours to serve dinner that the sun already rose so it might as well be called breakfast. Catering was another disappointment while the quantity is good the quality and choice is disappointing. Omelette or scrambled eggs for breakfast? So basically it's a choice between an egg dish or an egg dish. Also the bathrooms were filthy and the cabin was a disaster. Only good part was the cool mood lighting. Overall it was a mediocre flight the hard product is competitive but Emirates' customer service from ground staff to flight attendant is just inconsistent and most of the time cold and unfriendly.,Passive
" On 8/13/2018, I flew from Oakland to Baltimore Washington non-stop. Received an E-mail informing me that I could do check-in now the day before, Didn't let me after entering last name and conformation no. Tried the day of my departure, still no luck, same thing happened at the Kiosk in the airport. A worker came over and directed me to the desk, where my boarding pass and baggage was completed. When I finally boarded, I noticed that the seat that was assigned to me was a middle seat, with arm rest that couldn't be lifted. I beckoned the attendant over and informed her that I was not comfortable, I suffer with arthritis, sciatica nerve pain, and asked if she could ask if someone could switch seats with me, she informed me that we had a full flight and walked away. Not only was my seat uncomfortable, but my legs were up against the seat in front of me. By the time I got off the plane, I was in deep pain and could hardly walk. I will not fly this airline again, and will not recommend it to anyone.",Detractor
"Flew London Heathrow to Barcelona. Ungracious, unsmiling and unfriendly crew, should have chosen better. On boarding, not so much as a grin, less so a smile from the crew. Ridiculously tight seat pitch saw legs spilling into the aisle every few feet (pardon the pun). My husband took a photo to send to a friend illustrating how far back we were (way back) which happened to show the back of a stewardess in the distance. Another member of the crew told her and she got quite stroppy. Her: You can't take photos. Husband: Why? Her: Because I said. Mr Chief misery crew then turns up and demands that the photo (showing someone's back) is deleted, pointing to the security card as if there were some stated rule in it. There wasn't. Deleted photo anyway, Mr Chief misery crew then takes phone to delete said photo from the trash box. Talk about an over reaction. Mr Chief misery crew then berates another passenger, no Bluetooth headphones allowed! Another passenger (third row from back) approaches crew member because they weren't asked if they wanted drinks. Crew: Maybe somebody else will come and serve you drinks. They didn't. Passenger presses call button and asked for a drink (after explaining the situation). Crew member: No, it's too late! (Before complaining, in Spanish, and laughing with other crew). Seat belt light on for the duration of the flight, presumably to keep passengers from bothering staff. Captain made tannoy at end of flight (because he'd forgotten to earlier?) to say which route we'd flown. Staff who hate working with the public shouldn't. Or perhaps it's just a reflection of the unemployment situation in Spain, people will take any job and woe betide anybody who expects any level of customer service. First time I've flown Vueling and, short of the flight home, the last.",Detractor
BRU-ATH-BRU. Both flights very nice new aircraft on time decent food (hot meal) with entertainment and this on a 2.5 hour flight.,Promoter
"I was curious and nervous to try this airline due to other reviews I had read online but glad I did. While Spirit Airlines doesn't offer the inflight amenities that other airlines do, my flight was excellent. The flight boarded on time, went smoothly and arrived at my destination on top. Since I was tired, I appreciated the opportunity to rest and not be bothered. Others complain about the stringent rules Spirit Airlines has regarding carry-on luggage. My advice either pack light or follow the airline rules.",Promoter
" Gatwick to Marrakech. Our flight was affected by the disruptions in Gatwick airport caused by drones. Understandable that unpredictable situations occur, but the way the airline company treated us was awful leaving us waiting on the plane for 7 hours without any water. Later and in the absence of any information we received an email from the company asking us to phone them. More than an hour on the phone at a charge of more than Â£50 and noone picked up. On top of that despite the company's representative informing us that we could get refund for the cost of the flight if we didn't fly with them and chose other means, the company now refuses to do so.",Detractor
" Excellent return trip from Calgary to Sydney. Check in was flawless and simple. Onboard experience was simply great. No shortage of food / snacks / beverages. I flew Business domestic legs and Economy on the long haul sector. Even in Economy, beer wine and spirits were free and generously offered to the mostly Australian and Canadian passengers. Most passengers in my vicinity were surprised as other airlines charge for this from North America, even long haul. Food was tasty - fish, chicken or beef. Snack mid flight and hot breakfast - chive omlette or maple waffles - prior to landing. Flight crew were professional and friendly, well dressed and attentive. Entertainment full of choices, enough for both directions. Seat confortable with good recline for Economy. No complaints at all, would recommend Air Canada for flights to Australia. Very well done.",Promoter
  IndiGo is my preferred airline on the Dubai to Mumbai route - especially when not carrying checked in baggage. Good on-time airline and good flight timings. Courteous and mostly well trained staff - no inflight entertainment. Food and drinks paid as it's a budget airline.,Promoter
FRA-ADD-MBA return in economy. Mixed experience. FRA-ADD not too bad. Lounge at T1 in ADD barely deserves it name. T2 better but crowded. Bad Internet access. Flight attendants not very friendly. The tapes that fixed some overhead compartments curtains etc on 767 were already faded. All flights pretty much on time.,Passive
Recently flew Alitalia return BOS-FCO. Very impressed by the service comfort of seats and in-flight entertainment. FAs very attentive and friendly. Concerned after reading prior reviews but was very pleasantly surprised. Would definitely recommend this airline.,Promoter
Business class pax travelling from Perth to Madrid 1st June. Check in smooth and efficient lounge at Perth good. Boarded flight and welcomed by crew. Pre takeoff drinks supplied during flight Perth sector crew executed duties well although robotic and little interaction with pax until a smile before landing at Doha. Food was good wine list selection excellent and well presented. On landing at Hamad international what a disappointment after all the delays in the opening of facility. Doha to Madrid what a difference in the crew the service was excellent as the first leg but much sharper and the interaction by the crew with the pax was excellent. Coming from a hospitality background I would want this crew working for me menu choices good and wine list choices good our thanks to the crew for making this sector a very pleasant experience.,Passive
Business Class LHR-Alicante-Madrid. Do not consider 3 seats being used for 2 people as Business Class. Very good BC lounge. Unable to check in online for return journey. At Madrid again used the lounge and did some shopping. Our boarding cards which show priority and clearly seating in BC shows boarding ends 10 minutes before departure. We arrived at the gate 15 minutes before departure and were told the gate had closed and we would not be allowed to board. Had a very officious supervisor who was not going to budge and insisted the gate closed 15 minutes before departure. She would not agree with what was printed on our boarding card and said that it was wrong. Eventually someone must have said something sensible to her because she finally caved in and allowed us to board. She would not however stop arguing - even when we were walking down the finger to get on the aircraft. To add insult to injury we sat on the aircraft for 10 minutes before 2 female passengers with a child boarded and went through to the economy area. Priority on our boarding card was obviously lost on that member of staff.,Passive
" Waiting for flight today to return home, flight delayed multiple times, flight then cancelled at 8pm. No other flights Thursday and next available flight home Saturday. Called customer service. Zero help, poor service, no way of getting back for 5 more days. Zero companation for cancelled flight, wouldnt refund my entire ticket amount. Dont put your flight plans in their hands. Cheap prices cheap results. Never again.",Detractor
"I don't usually book my flights, the company I work for does it, but after this last flight (Toronto to Halifax) I will request them to not use Air Canada. I travelled 2 days across the globe to get home and the last leg home, which should have been less then 2 hours was 3 hours late. This is completely unacceptable. All they say is sorry for the delay, but I don't feel like they are sorry. My spouse has to pick me up from the airport, we have 2 small children she had to bring with her. Completely unacceptable.",Detractor
" Toronto to Puerto Vallarta. First time on Air Canada rouge, and based on the reviews was expecting the worst when in reality it was about on par with Air Canada. Same menu, same service. although the attendants seemed more like servers at a Kelseys rather than professional flight crew. Had my own iPad and did find a couple of movies to watch. The flight departed and arrived on time as did my luggage so no complaints there either. I missed the moving map and there was no communication from the flight deck until the descent. The seats really weren't an issue until the person in front reclined theirs, I'm only 5""6 and their seat was jammed against my knees. The person refused to straighten the seat back so I could get out to use the washroom. had to squeeze out over the armrest. On my return flight I booked the preferred seat at the wing exit and was much more comfortable. Similar experience, departed and arrived on time, same food choices as on AC and no updated from the flight deck.",Passive
" London to Johannesburg. Turning right to the first wing at T5 was a new experience for us. It was all pretty slick, although the guy at check-in wasn't exactly Mr Convivial. The Concorde Room was impressive, too - particularly the terrace with its quirky interior design, overlooking the main concourse. Boarding involved lining up according to group. This smacked a bit of low-cost airlines, but I guess that's necessary with all the passengers on a double-decker plane. The first cabin on the A380 is definitely more spacious than on a 747 and the 'suites' also had more room and extra storage space. The dividers seemed higher, too, giving better privacy. The fact that the cabin was only half full was another bonus. Cabin crew were friendly, attentive and thoroughly professional. Food was good, too, and demonstrated that airline food can be of restaurant quality if the cabin crew use reheating facilities properly. The wines on offer were a good selection, including the fabulous LPGS, and we enjoyed some wine tasting. Sleep quality was considerably better than Club World, although the cabin temperature was a little high. Overall, an excellent flight that fully met the brief of first class travel.",Promoter
"Air Canada Rogue is one of the worst if not the worst airline I have flown. I fly at least once a month. I booked my flights with Air Canada but the flights were changed to Rogue without notification. The seats are too small and very uncomfortable. My husband is 6'2"" and he was uncomfortable the whole flight. My elderly mother was almost in tears due to the lack of leg room. There is no entertainment systems. The last flight had only some breakfast items on an evening flight. All passengers were complaining about the lack of leg room. It is torture if the person ahead puts their seat back. I have always been a loyal Air Canada customer but I will be booking WestJet were possible. The flights were so bad I would rather have to change planes than endure another Rogue direct flight.",Detractor
" Marrakech to Doha. Qatar Airways is very uneven, it sets standards with things like the Qsuites and with frequent outstanding service, some flights below average. Marrakech to Doha had the type of cabin crew for which US and low grade European airlines are better known. Doing the minimum, serving a meal in a totally indifferent way, then disappearing behind a curtain not to be seen for the remainder of the flight. The bar counter at the back of the Business cabin was left depleted and dirty, not once in over 4 hours did the crew check on passengers and enquire about drinks. Only during the last hour or so did they reappear to offer, unenthusiastically, drinks or snacks. The food was good, but with a service expedited as quickly as possible (the cabin was full or almost). The wines have recently taken a dive for the worse.",Passive
We took a flight from Manchester to Toronto on the B767. After reading the reviews on here before I left I expected the worst. I am over 6 ft tall and so asked at check in whether they had any extra leg room seats available. They did and I was placed there free of charge. Once on board I found the seat was a bulkhead by an emergency exit so although I couldn't stretch my legs straight there was more space than other seats. My friends hadn't requested extra legroom so we're sat further back in the plane. I went and joined them for a small time (plane was half empty) and the space was no where near as bad as made out on here. Ok space is tight but the cabin felt open and refreshed. Food and service was ok but felt they were a bit stingy with the drinks (only serve soft drinks and only brought round twice) plus no water served in between. Having said all of this I wouldn't like to fly on here should it be a full flight so would try not to use them again unless it was the only option.,Passive
" I was supposed to be flying from Tokyo to Hanoi via a transit flight through Beijing. The two flights was supposed to be 9 hours maximum, but due to a 40 minutes delay of the first flight, a lot of other customers and myself missed our transit. Even though the ground staff in Haneda airport assured me that I would meet my flight, I suddenly found myself freezing and stranded in the unknown land of Beijing for 9 hours, waiting for the next flight. To make matters worse, it was not to my intended destination. I had to take a flight to Seoul, waited there for another 4 hours, before flying another airline from Seoul to Hanoi. To sum it up, I wasted 26 hours of my time travelling whereas I should only have spent 9. The airline did not bother setting up accommodation for any of the guests, offering only a meagre amount of 200 yuan (less than 30 dollars) as â€œcompensationâ€, which, realistically speaking, is nowhere near enough for a hotel room. The staff were rather unhelpful and unprofessional. As far as I am concerned, I did not receive any apologies throughout the whole ordeal. The only â€œexplanationâ€ given was that â€œMore than 20000 other guests are also in the same situationâ€. This â€œexplanationâ€ to me sounds more like an admission of inefficiency on their part than anything really. My luggage, which was stuck in Beijing, was handled without an ounce of care. It was just put randomly in front of the Air China office with no one to look after and could have been easily stolen. The ground staff were extremely unfriendly and unprofessional. When I came to the Air China luggage office, despite the fact that there were 3 staff members on duty, they did not respond to my questions despite my repeated gesturing, preferring to chat among themselves instead. Overall, I had an extremely unsatisfying experience with ChinaAir and will not ever use this service again. I do NOT recommend this airline to anyone.",Detractor
Flight ZRH-SIN. Check-in lady was very unfriendly and giving wrong information regarding boarding and time needed to go to gates. Seats are very narrow and uncomfortable. Food was good. Service on board was nice. Screen was jammed and no movie could be watched.,Passive
"  I purchased a ticket for my fiancÃ© to join me in my hometown to go on my niece's first ever camping trip. I was already in town and was going to pick him up late last night so we could drive the 5hrs in the early morning. He waited at the PHX airport last night from 5:30pm until past 10pm (flight originally scheduled to depart at 8:15pm) when he was finally told his flight was rescheduled for the following morning (today). He then went home and back to the airport today for his supposed flight at 10am, which again was cancelled. This has ruined our trip and their online refund tool only accounts for the ticket price not taxes or surcharges, transportation (he took 3 additional Uber's), or our return flight which he will no longer be able to take. We have been looking forward to this trip for months and do not get to see my niece very often, this is devastating for us. My fiancÃ© even took days off work that he will no longer be able to get back. He even called late last night to verify that the flight this morning was scheduled because he could not find it online, the woman who answered was extremely rude and told him it was scheduled, which was not true. This company is constantly a disappointment, where has the customer service gone?",Detractor
BKK-SIN ET626. Foul is about the only way to describe it. Passengers joining in BKK have the pleasure of getting on a plane that has just flown for 8.5 hours from ADD and not been cleaned at all. It reeked and was boiling hot. Everyone had moved everywhere so seat assignments meant nothing. Bathrooms were filthy. Dirty used socks were in my seat pocket. Garbage was everywhere. No seat back AVOD. I didn't want to touch anything - couldn't wash my hands fast enough after getting off. Loud tinny music for all of the taxi and take off and for a good 15 mins afterward. Only pluses were that the fare was low and as a Star Alliance gold member I had a decent luggage allowance and could use the TG lounge in BKK. Otherwise I am amazed that ET is a Star Alliance member.,Detractor
BR10 May 3rd 2015. Traveled in their premium economy and was pleased so had greater expectations for their business class. Totally disappointed. It's the Taipei-Vancouver-Taipei section where they are still flying 747's. The seats in sleep mode were awful. Service was efficient and very business like but the food was awful! Also limited selection post main meal basically crackers. The bathroom was small. What was efficient was the luggage disembarkation. Very fast. Also very annoying was the announcements in three languages. They are frequent in English Mandarin and Taiwanese. Surely on international flights Taiwanese could be omitted to make announcements shorter especially when trying to sleep.,Detractor
"Gatwick to Ibiza return. booked pretty late and just a one night business trip. Checked in on line and used bag drop at LGW North Terminal which was quick, as was the fast track security. Not a normal user of Gatwick, using LHR every month but found LGW had improved a lot since my last visit 5 years ago. The lounge used by BA is the No1 Travellers lounge which was ok - pretty full and service a little slow. Boarding onto an ex BMI A319 via a bus but pretty well organised, seat 3F the old Club Europe layout. Food and crew okay on this 2hr 35min flight arrived just about on time. Return no online check in available so checked in at the airport by a rude Iberia agent, no lounge either at Ibiza but not a problem. Late departure of around 1 hr boarded by bus onto A320 with new seat layout, seat 1A which was nice. Crew friendly, service and food on this flight were better than I've had on BA for a while - arrived about 30 min late on to a bridge, bags off very quick so no complaints. I would use LGW again, BA I use most months.",Passive
"  Pisa to London Gatwick. Started return flight in the shared lounge. All very pleasant and not busy for once. Walked the tarmac to the plane as BA are too mean to pay for a skybridge anymore. Plane fairly new and a lot better than the old crate we flew out in. Took off on time. We had the front row of the business class. For once I had the meal - as it looked nice. It was a salmon salad - and I have to say it was very good indeed. My wife had a hot cheese sandwich which she said was ok. Champagne was served from the bottle, it was nice. We landed on time and closer to the terminal. Not bad for BA for once.",Passive
"  Dubai to DÃ¼sseldorf with Emirates. I got a free last-moment upgrade from Economy to Business. Flight experience was great, crew very attentive and helpful. Free floating Veuve Clicquot, very well mixed drinks and food choice. The full flat beds were extremely comfortable and the space was more than enough (I couldn't see my neighbor). Also I liked the idea of having your own minibar next to you. But I missed an amenity kit. This was a little bit of a negative point. Also there was a little bit of confusion during check-in. A lot of business passengers did not find their assigned waiting zone. The free Wifi is great albeit quite slow. Massive entertainment program like no other. All in all, a great experience.",Promoter
"  Houston to Puerto Vallarta via Dallas. This will be the last time I fly on any American Airlines flight. From the moment I was in line at Houston IAH to head to my destination, to my return to Houston, the people that represent AA lacked customer service skills. The officer reviewing passports at IAH was extremely rude and sarcastic to every person that went through her line. She talked down to paying passengers with no provocation from them. She was making it clear to passengers that she had been there since 2:30 am. Perhaps she needs to find another position more suited to her so that she does not take out her displeasure with her work schedule on paying and unsuspecting passengers. On my return flight, my bag did not arrive on the same plane as I had. It was delivered the next day. At home when I opened my suitcase, I noticed that I was missing a bag of clothes. I called AA lost/missing baggage department and yet again, the agent was rude and lacked customer skills.",Detractor
"We booked our family vacation months in advance and had chosen seat assignments at that time so my family could all sit together 4 of us going down 6 of us coming back. We get to the airport and go to talk to customer service prior to the flight to try and do a seat adjustment no one was there and they did not show until 10 min prior to boarding. The agent was very rude with my wife and refused to help and told her to talk to other passengers on the plane. We board the aircraft brand new to find that the seats were so close together that at 6 Feet tall my knees were in the seat in front of me and the entertainment system did not work. We board our second flight, I sit down and literally have the seat back cave in with an audible pop. The seats should have been replaced years ago by the time we got off the aircraft 5 hours later my wife and I could barley walk. Coming back and go to drop off the bags they had 6 lines going and one attendant, get our boarding passes and they had us divided up all over the aircraft, talked to the gate attendant his response we have been paging you and was very rude with us. I have a type one diabetic and a 3 yo that needs someone to ride with them, after fighting with them got it fixed meanwhile my other 2 children had to sit elsewhere on the plane and not with us. The trip home had two layovers and this same thing happened at every one. I watched one agent belittle another passenger over how to stow a bag without even offering to assist. Their customer service is awful, their only saving grace is the flight attendants were pleasant and friendly.",Detractor
"Vilnius to Milan. Disappointing customer service today. Ryanair tries so hard to reestablish its image in the eyes of Internet. However, the attitude towards their customers is still miserable. I couldn't check-in on their website, neither could my friend the day before. We both had the same bug. I've contacted Ryanair through live chat and they said they don't have any bugs, and probably it's my problem. They advised me to use Mozilla instead of Safari and Chrome. The representative asked me if it was fixed and without waiting for my reply immediately added ""Goodbye"" and logged out. Situation 2 (with happy ending this time). Within 24 hours of my booking I decided to change the date of my flight. On live chat they've reassured me that it was changed. One day before my flight when I decided to check-in I found out that the date wasn't changed, and it caused a lot of stress. I was really lucky they still had some seats for a preferred date. Though this time they apologised and immediately changed the date, I appreciated that. On other note, the advantage is its low cost. However, most of times I prefer same-priced but more polite Wizzair.",Passive
"I recently traveled YWG-LHR and returned home from EDI-YWG with AC Rouge. I must say I was pleasantly surprised with how well the trip went in both directions. Outbound flight was delayed about 2 hours due to maintenance, staff kept us updated and were very pleasant. After the aircraft couldn't be fixed they quickly changed to a spare Boeing 777 in YYZ and got us going as quick as they could. Meals on board were not bad, only suggestion would be the continental breakfast could be improved. Seats were comfortable and service was good even though a full flight. Returned on Air Canada Rouge in Premium, seat was adequate, food was good but flight attendants need more training and need to act more professional. Priority bag was first off the carousel and connection was perfect, flights on time no complaints.",Promoter
"It was not a good attention from Aeromexico's side, the flight had a delay for more that 12 hours and they justify that they won't pay anything because finally they took me to my final destination (on time or not). I nearly always fly with Aeromexico but from some months ago the service is not as good as it was before. In early 2016 IÂ´m flying to Europe and my last option o choice is Aeromexico. The Boeing 777 I flew to Shanghai was really old, the seats were really uncomfortable and a little bit dirty. The service during the situation the delay in the flight was really rough, and the people from Aeromexico including managers were bad. They didnÂ´t give any solution and they excused themselves due to the failure with the airplane.",Passive
"Some time since I travelled Thai Airways which used to be my favourite airline. The service on this Brisbane to Bangkok daylight flight was excellent, food of a high standard, quality wine selection (French) with generous pourings, staff service excellent. Cabin layout attractive, seat comfortable. All in all a high quality flight.",Promoter
" Finally a direct flight from Guangzhou to Toronto. This flight suited my need perfectly and the time of departure from Guangzhou (2:30pm) and the time of arrival in Toronto (4:30pm) is very convenient. Seats in the premium economy class are comfortable and the cabin crew are very friendly, efficient, and professional.",Promoter
"  On my way from Prague to Tirana I choosed to fly with Aegean Airlines via Athens. Check in and boarding went smoothly and the full aircraft departed on time. The seating comfort was normal for this type of flight. To my surprise a small warm meal was served on this relatively short flight, something we seldom see on intra european flights which nowadays only is for sale. Hot and cold beverages were offered Â´with a small cake. No inflight entertainment but the captain gave inflight info over the loudspeakers. Arrival on time and transfer to the terminal. I will not hesitate to book Aegean again.",Promoter
  Salt Lake City to Morelia. Very disappointed in our recent flight with my family. The flight never told us we might not get our luggage due to the passenger weight. When we arrived at our destination after a very long 23hours of traveling we go get our luggage and they tell us and about 10 more passengers from the same flight that our luggage had been left at a previous airport! Very frustrating we have been on our trip for 4 days now and our luggage is still not here. I have been calling our landing airport to see if they have them yet and they tell me we need to call our airline. We have had to spend more money now buying clothes since we don't have our luggage. I can't get through to them and it seems as they don't care about making their flight passengers happy. This is definitely the last time we fly this Airline. Let's see how long it takes to get our luggage.,Detractor
"Barcelona to Istanbul with Pegasus Airlines and everything went smoothly. Cabin staff were nice, aircraft was modern, ground staff were ok (they could smile a bit more). Their website is easy to navigate, and add on extras if you wish. Plane left a tad late, but i didn't mind as I wasn't in much of a hurry. Captain communicated on how the flight is going.",Passive
Flew on the new service from London Gatwick to Belfast City airport and was very impressed with the service. Great price lovely comfortable planes on time and very efficient boarding (probably helped that the plane was only 2/3rd full). Only drawback although not necessarily the airlines fault is the horrible small dingy and dirty departure gate they use at Gatwick South terminal.,Promoter
"  Flew London Heathrow to Madrid. British Airways monopoly of the routes to Spain have a serious impact on the quality. BA owns Iberia so there's no competition. Planes are the worst of the BA fleet, check-in is a nightmare because they operate each other's flight, but the online check in does not recognize each other's booking references. Really the worst of BA and Iberia worlds together.",Detractor
BRU-BKK on B777-200 and BKK-FRA on AB346. Seats on both planes are the semi lie flat type most of the other Asian carriers exchanged in favour of full lie flat seats. I don't understand why TG can't have fully lie flat seating on near 12 hour flights. It is difficult to sleep in the current seats. IFE was somewhat slow but there was a decent inventory of films. A nice touch was the loaded menu for the flight as I didn't get a menu on my return flight. Outgoing flight service was somewhat poor with the FAs not too interested in the pax. Return flight had FAs present in the cabin. On both flights despite there supposedly being a selection of white wines there was one white wine option only. Outgoing 1st meal was overcooked bland and poorly presented. The 2nd meal was equally unpleasant. Return flight 1st meal was up to TG's former reputation but the 2nd meal option consisted of some greasy pork sausages on cabbage with boiled potato. It looked like someone had run down to the 7-11 and bought some of those hot dogs that are a mainstay of Thailand 7-11s. Seriously sausages as a meal in business class? The other option was duck. Gate staff in Brussels are contracted out and they were rather unpleasant. Bangkok TG check-in and gate experience was excellent. Baggage service on inbound flight was slow and rather poor However bags were delivered promptly in FRA. It's sad to see an airline that had once set the standard for service and F&B deteriorate. I hope that TG can set itself straight.,Passive
"  China Southern Airlines from Guangzhou to Sydney, and a great airline and terrific staff. I have flown China Southern a few times now and always come away fully satisfied and happy with the experience. From booking to check in to helpful and polite cabin crew this airline cannot do enough to make your flight a joy.",Promoter
" Oklahoma City to Tampa. It is very frustrating that the majority of flyers take on 2 and even 3 carry on items. Most of them are large and need to be checked. We check our bags everytime we fly and are charged 25 bucks per bag. But, the people that don't check their bags and are forced to check them at the plane don't get charged a dime. There was a girl on our flight 3 days ago that carried on a duffle bag that was bigger than her. It didn't fit in the overhead compartment and it didn't fit under her seat. She had her feet on top of it the entire flight and no one said anything to her. All of this ""not checking bags"" also holds up the entire plane and with short connection times we have made very close calls of almost missing our connecting flights. This is a very frustrating and unfair system that needs to be taken care of immediately.",Detractor
