Review,Target
CAI-FCO-MLA - both legs departed on time and arrived early. Tickets were a bargain compared to other airlines especially since it's a busy season. The biggest disappointment was the aircraft itself. Both legs were A319 with the hardest seats I have experienced. The pillows provided were wafer thin. On the CAI-FCO leg there was no IFE at all despite it being a 3-hour flight and there were screens installed in the seats. Not even a map or a shared movie. Service was ok and food was pretty basic.,Passive
  Athens to Gatwick. I added a hold luggage for the flight and asked for a fragile tag. The lady behind the counter seemed uninterested and I was told that the company doesn't provide any. I was carrying an item which I had bubble wrapped but I found the way the situation was handled appalling. They didn't even suggest a solution or seem to care any less about my concern. I was so disappointed.,Detractor
After booking and paying for a direct flight from Vancouver B.C. to Los Cabos we were flown to Puerto Vallarta made to disembark pick up our luggage go through customs recheck our luggage and get back on the same plane! Then flown back to Los Cabos. The flight back home was similar. Lost 2 full days to travelling for a 4.5 hour original flight! Will never fly or recommend this airline again. Everyone on this flight was very angry.,Detractor
" Late again. They were late flying from Barcelona to Malta on 11th April, but on the return trip it was even way worse. 21st April return. Supposed to be leaving at 00:10h but acccording to them (their website) they left: 02:03h. Strange that my watch was showing 02:13. They clocked just before the famous 2 hours ""free drink"" and mine after. With so few people on the plane, how can they be so late - and at this time at night. At 01:55 they sent an email what we are finally have to go to the gate and at 02:03 - just 8 minutes later - the plane leaves. Never ever. And why do they send emails that they are late and not SMS messages? Surely I don't want to check emails ever minute when waiting for my plane.",Detractor
JFK-MIA-BOG round trip early-April 2014 in economy. American Airlines staff are consistently rude and grumpy. I am constantly surprised when once in a while there is a ground staff or cabin crew member who are actually polite and helpful.,Detractor
" Service is perfect from online ticket purchase to returning home. Flying DL is easy and uneventful. Personnel are courteous, kind and professional, consistently good service. I love the DL App it's easy, fewer keystrokes, online checkin email reminder takes less than a minute with no need to email it's right in the app. It has become my new favorite airline.",Promoter
Chicago-Delhi-Bangalore. Aircraft from ORD-DEL was a Boeing 777-300 majestic look from outside but once you get in the flight you get to see a few unpolished areas seats are ok not great. Decent leg room. Cabin crew don't smile much and have to be called a thousand times to attend your request. Choice of inflight entertainment was limited with a lot of ancient Hindi movies and English movies. Food was good. The ticket price was sky high because I booked it 3 days in advance but the service I got was below mediocre. Once you arrive in Delhi having to collect my checked in bags and to check in again is a complete hassle.,Passive
"  Buenos Aires to Madrid. Another cramped, uncomfortable long-haul Iberia flight with minimal and poor quality food and services. This 12 hour flight had the added distinction of being on an ancient plane effectively no inflight entertainment, unless you count a single old CRT monitor at the from of each cabin. Following a missed connection in Madrid on the outbound journey to Lat Am rushing from T4 to T4S, we managed to make this connection as we did not have to change terminals. Connection time was 1hr 25mins, but this was barely enough. We made the gate with seconds to spare. T4S is vast and we and several passengers had to run like crazy for a very long distance to make the gate in time. Such was the panic and stress that two of our fellow passengers did not even have time to put their shoes back on after removing them for security, and did the remainder of the run in their socks. I will never use Iberia again for long-haul or connect in Madrid.",Detractor
"Guangzhou to LAX on new A380. China Southern Airlines will get you where you need to go in a safe and clean environment, staff are courteous but don't really interact. Aircraft is clean but no mood lighting. Choice of movies is limited. No ability to charge iDevices on seatbacks.",Passive
"My wife and I had a horrible experience in a round-trip international flight with United Airlines. In our departure flight, when we wanted to check in at SFO, United staff told us that United would not deliver our baggage in our final destination and we would need to pick up our baggage in our second stop, Dubai. When we tried to pick up our baggage in Dubai, airport staff said UAE visa is required to go to baggage claim area and since we did not have UAE visa, they didn't allow us to pick up our baggage. After lots of negotiations and asking several people for advice, we found out that we would need to pay $84 to transfer our baggage. Our flight back to US was supposed to be operated by Austrian Airlines (we bought the round-trip ticket from United) with 2 stops in Vienna and Zurich. When we went to airport, Austrian Airlines staff didn't allow us to check in. They said that flight from Vienna to Zurich is a domestic flight in European Union and would require Schengen Visa. So, we had to reschedule our flight with Lufthansa, we paid $1000 and could get another flight for 2 days later. If United had informed us about those issues when we bought the ticket or even at the airport, none of those problems would have happened. I asked United to reimburse us for all those extra costs but they only offered us two $150 flight certificates, which are basically useless, most of the time United tickets are more expensive than other flights and those $150 dollar certificates hardly have $20 cash value each. They don't even have a phone number for complaints. The only way you can contact them for complaints, is email or voicemail. I think they have so many complaints that they cannot handle, so they have decided to just offer $150 to $200 to anyone who fills out a complaint instead of hearing the details and trying to improve their customer service. Be very careful when you fly with United. Check all the single details of your trip, take some food with you in long flights and do not expect them to answer their phone. The moment you pay for the ticket, you are on your own.",Detractor
STO-HKG return BKK-HKG via Helsinki both ways in Business. Short leg flights were fine with good service. The food on the leg to HKG was not so good even though I normally like Finnair food in BC. Much better on the flight out of BKK. Nevertheless the best thing were FA's on BKK-HEL leg who made this night flight very pleasant.,Promoter
" Tokyo Haneda to Vancouver. After six flights with ANA, this is still my favourite airline. I have flown with other airlines, everything from budget to business, but ANA's excellence in food, service, and product make it my top pick. Even in economy class I felt like a valued customer. The service is friendly and requests are handled quickly. The washrooms are kept very clean. If I had to list two areas for improvement, it would be the following: The first meal is great. I think it is delicious and excellent value for economy class. However, it is so good that it makes the second meal inedible. On both flights (YVR-HND, HND-YVR), that sandwich in a box is the biggest disappointment. I would almost prefer it not be served at all. Seriously, the Moroccan chicken on the way to Tokyo was great, but while ANA has upgraded from a white sandwich box to a fancy blue one over the years, that sandwich still looks and tastes like sadness and disappointment. Free wifi for everyone. I have paid for wifi before, and it could be better.",Promoter
"  We flew Eindhoven to Budapest and return with this airline. You get what you pay for. Flights were on time, cabin quite clean and staff good. Seats are narrow but legroom was sufficient for this flight. Food is for sale just as luggage is and choosing a seat in advance.",Passive
"  Flew London Heathrow to Kalamata. Slow boarding on this new BA destination in Greece. Club Europe seats uncomfortable for a 4 hour flight, particularly when the seat in front is inclined just before the meal service. No IFE. Cabin crew were professional and attentive throughout. Lunch service definitely improved, although the lacto-ovo-vegetarian main course was the usual bland, overcooked pasta. Arrival on schedule and through to car hire within ten minutes of landing. Overall, a reasonable flight, although Club Europe is poor value by competitors' business class standards.",Passive
I have been flying with Air Canada for many years mostly southern destinations. My last flight last week was with Rouge. Small cramped and dirty. Cabin crew in cheap looking uniforms but service was adequate. My major beef is the seating. After 4.5 hours my legs hurt and my back ached. Is this the best Air Canada can do I hope not. Will look into other carriers that are willing to give me my moneys worth it will never be Rouge again.,Detractor
"  On this route I had chosen to fly Cathay but it stopped covering this route so I was booked onto Qatar Airways, a bit of an irritation because they used an old A330 with old business class product. The Qatar Airways service was impeccable and so was the food. But the seat is uncomfortable. I was hoping to catch up on some film or TV programme but the irritating and unpredictable control made this impossible. I got all possible languages but English.",Passive
Very mediocre experience and an airline I'll be avoiding in the future. I was flying direct London to Beijing but the quality was worse than some domestic Chinese flights I've taken. I had to change seats a grand total of 4 times. Each time because my inflight entertainment system wasn't working and it wasn't until my fourth seat that the screen was working. During this time the stewards and stewardesses were co-operative in helping me find a seat but not kind or apologetic in any way. As for the food the quality of the Chinese meal was somewhat better than the Western meal but neither especially good. My main complaint about the Western meal was the lack of vegetables and meat. The service was perfunctory and the stewardesses stern and at times rude. I just think they have no concept of what customer service is. They warmed to me slightly as I speak Mandarin and was travelling by myself. All in all Air China will get you from A to B and the stewardesses will bring you your food and drinks but whether or not you have a relaxing enjoyable flight is another matter. Wouldn't recommend them and would prefer to pay extra or fly to China indirect next time to avoid them.,Passive
"Bogota to Houston. Very disappointed in the level of service provided by United Airlines both into and out of Bogota. Into Bogota, the flight was delayed several hours, causing me to miss my connecting flight within Colombia. The United Airlines office in the Bogota airport was hard to find and the United staff were not helpful to deal with headaches caused by their airline. Similar on return flight, not very helpful and disputed office hours posted on the office door in the Bogota airport, they were nowhere to be found. My concern was the possibility of missing my connecting flight in the US due to their delays and the short layover they booked in Houston. Again, no one cared or tried to be helpful. And missed flight, lost baggage and standing in another huge line trying to get things figured out! Will never recommend United Airlines.",Detractor
"QF 8 DFW-SYD via BNE 19 Jan. Speedy check-in at DFW in a deserted Terminal D. Lounge was packed with Club members even-so adequate seating was available as this lounge meanders through a number of connected rooms only gripe was lack of restrooms. 747-400 upper deck seats 16JK (a good choice as the area to the left of these seats is crew rest area so noise from the galley behind is minimal and the lavatory is at the front of the cabin) in the new configuration. Friendly seasoned flight attendants immediately made us feel welcome home after a five week RTW holiday going ""the extra mile"" throughout the 15.5 hour flight. Drinks on boarding and full dinner service after take off with the option of 'small plates' throughout the night and hot breakfast as desired prior to the descent. I managed a good seven hours sleep although a fractious toddler did disturb others. Baggage was on the carousel shortly after clearing passport control. Once again a great QF experience and exceptional value.",Promoter
 Luton to Venice via Paris. Very convenient mobile check in and boarding pass. Convenient baggage drop and boarding in the airport. Ground staff and flight attendants are polite and friendly. Most importantly the flights arrived early to the destination. Comfortable for the price I have paid for.,Promoter
"  Paris to Skopje via Rome. The plane on the first leg from Paris to Rome was a very old and not well maintained A321. The staff seemed to be rather listless. Despite of having an exit row seat, I did not enjoy the flight. The plane arrived slightly late in Rome and had an outside parking position, which made the connection rather stressful because I had a short connection time. The second leg was much better with a new E170 and friendly staff. On the way back, I also had a positive experience on both legs. If the price is right, I would not exclude taking Alitalia again, but there are definitely better European airlines.",Passive
" Dubai to Melbourne, on my way home now and I have found crew to be very rude, unfriendly and abrupt to customers. When walking past me they continue to bump into and even walk on my feet and not even apologize! I do lot look forward to flying with them again.",Detractor
SEA-KEF-SEA. Plus: Service was good flight attendants very friendly flights left on time good choice of inflight entertainment. Minus: Hardest airline seats I've ever sat in like a concrete bench.,Passive
" This is the first long-haul flight from Haneda to Minneapolisâ€“Saint Paul Airport. I sat at 51J next to two windows and the width of seat is large enough for me. The pilots did very well to inform the passengers and also reduce the effect of turbulence. There were one dinner after taking-off, one breakfast during flight, and one lunch before landing. These dishes were good and the snack was also great. I was impressive by the internet connection during the flight, even over the Pacific. That was a wonderful experience since I can keep connecting with my family, my friends, and others via the internet. For entertainment, there were many latest films and videos, especially I liked the documentary videos. Summary, even though I just flew in economy class, this was a wonderful experience.",Promoter
" Brisbane to Nha Trang via Guangzhou. Tourists should try China Southern Airlines. The flight from Brisbane to Guangzhou though close to 9 hours was comfortable, inflight service was good, food menu was good, and the staff friendly and helpful. Economy seats not very comfortable. Comfortable layover facilities provided by Airline.",Promoter
BRU-BCN in B flex economy. I booked well in advance at a low priced one way and did an upgrade bid to B flex. This entitled me to fast lane security and a snack (pizza) on board and drinks included. Additionally you could buy lounge access at another 15 euros which I did. Lounge at gate A section was on the small side but standard snacks/sandwiches provided. Staff onboard/lounge/check in were very friendly and able to communicate in Dutch. Flight was operated with a 319 and I was seated on row 2. Leg-space was minimal and no separation was made on board (1 row c class-1 pax) row 2-3 Eco flex rest economy with BOB. I did find I got value for money especially including lounge access with free wifi. On board magazine and newspaper offered. No taxfree/shopping service. Just 3 crew members. A decent 3 star airline. Flight was delayed by 30 mins.,Passive
"  Minneapolis to Seattle. I flew with Delta last week, they separated our seats at last second and delayed our flight while on the plane. After sitting in the tarmac for 2 hours we finally took off. I got upgraded, which was basically the same as economy and my boyfriends economy seat had maybe 8 inches of leg room. This week we made the mistake of using basic economy which really means only middle seats in the back of the plane. Had we known that we would have picked a different option. My boyfriend can't fit in a middle seat, and he isn't even that big (6 ft, 190 lbs). We call Delta 1.5 hour hold times. Get to the gate and the staff is rude, which always seems to be the case with them. Why are their employees so unhappy? It rubs off on the customers. I fly at least monthly, Delta is always my last choice.",Detractor
"United Airlines from London to Orlando via Houston, and it was fantastic. Our flight was on time both flights, plane comfortable, food nice, entertainment the best we've had. We will fly again with United.",Promoter
" New York to Dhaka via Doha. We decided to travel by Qatar airways due to the reviews in Skytrax and I'm glad i made this decision. This was my first time traveling with Qatar airways and i really enjoyed the travel. Their staff service was good, the plane was nice. One thing i really have to praise is their time, we did not have to worry about getting delayed. we traveled by Emirates before and the experience wasn't very pleasant. Qatar Airways is a very amazing airline.",Promoter
" Seoul to Prague. Check in very fast. Was seated in the upper deck of the 747-8i. Amazing aircraft, the prestige suites are very private, and the extra storage along the window is most welcome. The cabin was spotlessly clean, and two bathrooms upstairs is a plus as most airlines only have one. Cabin Crew are very professional and friendly, and always immaculately presented. The food was of good standard. The entertainment is a bit limited, however that doesn't really bother me as I do not use the IFE that much. ICN is a great airport, although the Korean air lounge isn't really worth a visit, they should invest more into their lounges. Overall a great experience, Korean Air is one of the more premium airlines to fly.",Promoter
Flew to Muscat via Istanbul and returned a month later. Very pleasant experience. Take off and landing super. Took advantage of tour of Istanbul and the use of the hotel on our return leg. Food good. However the ground crew not friendly at all but cabin crew were superb.,Passive
JNB-IAD-JNB old dirty plane blankets smelt very limited choice of movies. On return the flight was cancelled due to technical issues gate staff called transit police at IAD a few times when passengers started asking questions about reasons for the delay it turned out they cancelled this flight 3 days in a row.,Detractor
" Auckland to Houston. Seat 2K is a window seat on the right side of the cabin. It is row two of the nine rows in Business Class on version 2 of ANZ's 787-9. Three seats abreast herringbone configuration. The crew walks past this seat, over and over, delivering food and drinks to the seven rows of business class passengers behind it, as do passengers on their way to the business-class galley and restrooms. On my outbound flight to Auckland I sat in the last row of business class. It was a better, quieter, more private experience. Overhead storage for seat 2K, like all other window seats, is consumed by bedding. The first three rows of the center section have zero overhead storage (though the bedding can be stored behind those seats), so the passengers in the center seats must use the storage space that would have otherwise been available to passengers in the window seats. The fellow from the center seat had already filled the half of the bin that was not filled with bedding. Space is limited to begin with, and there is no usable underseat space. I pulled my mattress and pillow out of the overhead storage bin so that the fellow in the center seat and I could both stow our carry-ons. When the FA told me I couldn't put the mattress in the sizable, yawning cavity behind my seat, I told him he should try to find a space for it. So he took it away into the nether regions of the forward galley. As I sit here, my shoes are under the ottoman and there's a pillow and blanket on the floor where my feet are supposed to be. There's no armrest for my right arm. Crew is really nice in dealing with my, er, ""concern"" about the lack of storage space. Probably as exasperated about it as I. They are as pleasant, tactful, and as helpful as they can be. Really delightful people, dealing with what seem to be poor design features. They served champagne before departure, and that was nice. There's a little fold-out shelf behind my right arm and shoulder, but I don't know that it has any practical use. It is also lit, for some reason known only to Boeing and, presumably, ANZ. It's certainly not a place to put an empty champagne glass. The ANZ headphones are not good. I'd advise travelers to bring their own headphones. There's a jack to plug them into so that you can listen to the inflight entertainment, and both a USB charging port and a 110v outlet for your own devices. As I found on my previous long-haul ANZ flight on the same aircraft type, there appears to be a heat source under the seat. After a short time lying in the bed it becomes sweltering hot. I found the bed itself, under the mattress, to be warm. Very uncomfortable when used as a bed. The plane has large windows but they are behind you, so looking out of them requires turning your head more than 90 degrees. The view out the window would be better than the view of the feet and unclad legs of the person across the aisle, who's wearing shorts and went to bed shortly after takeoff, before dinner. Food is delicious and plentiful. Snacks are available any time. Overall, ANZ's service is excellent, both on the ground and on the plane. The crew was marvelous. The aircraft is new and modern. But the seat layout and design, the lack of storage space both in the overhead and around the seat, and the temperature of the bed leaves much to be desired. As a result, I'm not sure the additional cost of a business-class ticket is worth the money.",Passive
" Baltimore to Frankfurt via Keflavik. I am writing this review based on my experience with the WOW air customer service, after issuing a complaint. I was flying with WOW air in Dec 2016 from the USA to Germany. The comfort on the flight is low. Beverages and food are not included in the ticket fare. My flight left BWI 3 hours late. I missed my connection flight in KEF to FRA due to that. I was told, that I would take the same flight that I had missed on the next day. Instead, I was send to COP where I had to take another flight to FRA. This resulted in a 36h delay. There were direct flights available from KEF to FRA, but WOW air refused to book those. Moreover, I had to pay in COP again for my luggage. Up to this day, I did not receive any kind of compensation. I registered a claim right after Christmas in 2016. I called and contacted the customer service several times and was always told, that my case would be send to a supervisor as a priority. Nothing happened. WOW air is obliged by EU regulations to pay a compensation of 600â‚¬, but instead is intentionally delaying the process and hoping for its customers to abandon their rights.",Detractor
"Flew JED-MNL on February 5 2015. First time after many years. Heard feedback that service is now better but didn't really feel that. Also heard that planes traveling to and from Manila have been replaced with new ones since January 2015. The one I boarded on doesn't fit the description of ""new"". Departure from Jeddah on time arrival in Manila 10 minutes earlier than scheduled. Only two meals for a 10-hour non-stop flight. Was really hungry by the time the second meal came 8 hours after the first. Both meals are just very ordinary. Entertainment is ok but still far from EK and Cathay Pacific.",Detractor
I flew First Class from LHR-AUH-SIN-BNE and back again. I must say the service was excellent. Our steward was very attentive and only wanted to please. The food was excellent although I did expect breakfast to be served a bit earlier on when flying from SIN-BNE. I was slightly disappointed with the Inflight Entertainment system. It was not as good as British Airways simply because there was not as much choice. On the return journey it seemed like I had watched everything twice over. However I rather liked how the system did not turn off when the plane was beginning it's descent as it often does with other airlines. The steward was very helpful when it came to disembarking the plane. I was struggling to unload all my things and manage to my two young boys. He took my boys and led them off the plane. This is my first time travelling Etihad normally I would use BA or Cathay Pacific but I have converted over to Etihad now! Overall the best flight experience I have had. I fly at least once a month to AUH business class and every six months I fly First to Australia and will definitely be using Etihad for my future travels.,Promoter
Flew LHR to MEL 28 September 2014. On time both sectors. Agree with comments that Premium Economy seats should not recline as far as they do. Had seat in front in my lap the whole journey which apart from inconvenience at meals also meant entertainment screen could not be viewed properly. The fussy tablecloths should be deleted and perhaps replaced by better food and tray. Extra legroom well worth it. Staff were active around mealtimes but rarely seen during long night sectors. However overall satisfactory but need to watch competition.,Promoter
"My trip from London via Abu Dhabi to Cochin with Etihad was very good regarding food, friendly service of staff and seat comfort, except my connection in Abu Dhabi almost failed. I was escorted to the departure gate in Abu Dhabi, which worked out fine and I caught my connecting flight to Cochin despite the 40mins of delay of my flight from London. My luggage did not arrive, which was not a surprise, with only 30mins layover. But it also did not arrive the next day and the day after, and so on. It arrived 4 days later when I had already left Cochin and I finally received it 1 day after my arrival back in London. The really annoying part however was that whenever I called the Etihad baggage helpline, I received mismatching information about the location of my suitcase. Overall the organisation of Etihad's baggage lost and found left room for a lot of improvement. I would not dissuade flying with Etihad, but be prepared for unpleasant surprises especially on flights via Abu Dhabi to India. My advice is also to leave at least 2 hours layover for a connecting flight via Abu Dhabi.",Passive
" Munich to Hanoi via Bangkok. Fairly good experience for the first time flying with Thai. Nice, polite and attentive cabin crew. Cute and creative safety instruction video. For a short person, I find the seat is comfy. However, instead of finding provided food tasty, I think it is just so-so. Very boring in-flight entertainment, there is nothing interesting to watch. Overall, for the price of the ticket, I am satisfied with the service. I still would like to fly with Thai in future.",Passive
 Calgary to Toronto. I boarded the plane with a 30 minute delay. Then we waited an addition hour for de-icing. Then we were told they needed to refuel so another hour went by. After fuel and de-icing we were told there was a staffing issue and some workers could not continue do to length of shift. After 4 hours on the tarmac we are leaving. Air Canada announced through all this that if anyone deplanes they will not receive their luggage and will not be reimbursed for accommodations.,Detractor
" Toronto to Istanbul via Kiev. I've booked a flight with them but unfortunately for some reasons I had to postpone my ticket. I called them, the customer service is very bad and they have problems with paying attention to details, English language, communication skills. After waiting for a long time on the phone the said are sorry we have some technical issues and we can't process your request, you have to go to Toronto airport and from there you can do it! If I go to the airport I have to leave my job and drive one hour to the airport and then paying for the parking and I think these expenses all together would be more than 500 Canadian dollars. I had to cancel with them and I lost almost 350 dollars! Just because they have technical issues! I don't recommend them.",Detractor
Perth-Johannesburg-Cape Town and return in Business. I was able to use the Qantas lounge at Perth airport. On the outward international A340 flight boarding was smooth,Passive
SYD to PEK then PEK to LHR Airbus 330-200 second 777-300. After reading so many negative reviews my expectations were very low and I was dreading the experience as I had never flew business class before apart from Jetstar business. Having said this we were pleasantly surprised at the service food and the cabin. Both flights were without a doubt the best trip I've had. Comfortable beds totally lie flat in Airbus around 30 in business class so it was extremely quiet and personal. Toilets were always clean FA were attentive whilst they may have had difficult in speaking fluent English we got by. Inflight entertainment was the only drawback in terms of selection not up to date movies but nonetheless there was something you could see. As this was a night trip I enjoyed the sleeping arrangement more. We had a layover in Beijing to break the trip. The other leg to London plane was newer and business class had about 80 people so I think the attentiveness from FA was a little less but that's understandable again food bed and toilets were great. I wouldn't hesitate in recommending Air China I would certainly fly with them again.,Promoter
LHR-BKK-LHR. I have flown EVA to Bangkok in economy class over the last 6 years. The inflight service is getting worse every year food quality is terrible the crew are polite but act like robots. The inflight movie choices are poor I end up staring at the flight map. The positive things are the generous comfortable leg room within the cabin which is far better than other schedule flights departure times from both Heathrow / Bangkok and reasonable ticket fare in comparison to other Airlines operating direct flights to Bangkok.,Passive
" Singapore to Hong Kong on CX710. I thought Cathay Pacific was a good airline but this trip proved it wrong. The fare was expensive it was one of my worst flight experiences. My seat did not recline which was a big let down. The food choice was limited. On my flight, the meal that they were serving were omelette and seafood porridge. I wanted the omelette but by the time meal delivery got to my seat they they had run out of omelette. The flight attendant said that she would try to see what she has and give us more food to compensate but we didn't hear from her again. The meal service took a long time. The inflight entertainment had so little choices. The screen was not very responsive. I pressed the crew call button and it took a long time for crew to respond.",Passive
" Bengaluru to Mumbai. As part of the Christmas and New Year vacations, I had decided to fly with Air India on this morning flight but unfortunately the flight was overbooked due to which an additional charge had to be paid in order to upgrade to Business. Even though there were rumours to the effect that the staff were trying to get the pax fill in the business class even though seats were available in Economy in order to gain as much revenue during the holiday season. Fast forward into boarding and even though the departure time was 8.50am, we only started boarding after 9am. Then there was a further delay of around 1 hour in the aircraft pushback so the flight actually departed at around 10.40am which was not expected and disappointing. The Business Class seats in themselves were pretty good and the in-flight service was exceptional with a welcome watermelon juice drink, crew being engaging, friendly and personable. For Breakfast, I had opted for the cheese omelet which tasted very good along with coffee and croissants. The pilots tried to cover the lost time enroute which was admirable and soon after landing, disembarkation was smooth and the luggage was received swiftly and promptly. Air India is a pretty solid airline and compared to other carriers such as Jet or Indigo, it is pretty solid and stable, if there has been one thing that has been holding the airline back, it's the on time performance which has been lagging considerably behind it's competitors.",Passive
"Not a bad price but little choice of airline as BA don't fly this route. Essentially Germanwings is the low cost wing of Lufthansa and it shows. Unruly boarding. No inflight catering at all - weak and tasteless tea for â‚¬2.50! On the other hand, flights reasonably punctual, though outbound was 20 mins late.",Passive
"  Dublin to Istanbul. I was impressed by the flight. Check in and boarding went well. The staff were very friendly and helpful, particularly with the younger passengers. The meal was very tasty, although I was surprised they served a breakfast for a late morning departure. IFE was very good.",Passive
I had SkyPriority Premium Economy seating on a flight from Toronto Canada to Malaga Spain with a stop in Paris and return via the same route. The premium economy includes a few select rows with seats that have extra leg room and a deeper recline position. In-seat electric outlets for charging your electronics - they require a standard European plug. The comfort pack they handed out included socks ear plugs mask toothbrush and toothpaste and ear phone covers (headsets are built in to the seat) and TV screen either in the armrest or on seat back in front. In the bathroom there were Clarins face products and cotton pads to freshen up. Menu selection and food was very good. Alcoholic beverages are standard. After the meal we were handed a plastic container with a great selection of bon bons. Premium economy seating also meant passengers were able to board the aircraft before the regular economy passengers. Staff were pleasant and accommodating. This was such a great experience I will always choose Air France over a competitor when given the option for my flight.,Promoter
20 Sep 13 ORD-HKG 777-300 ER. This is usually my route of choice to Hong Kong. CX uses the SAS lounge at O'Hare. Can get a bit cramped but the offerings are fine. Premium Economy was fine as always. Cheerful FA food ample and tasty. Good selection of AVOD. On time departure with an early arrival in Hong Kong.,Promoter
Outbound flight MUC-LIS delayed six hours. Inbound flight appears as cancelled on Lisbon airport website due to planned four day pilots strike. TAP tell me the flight is still on I travel to the airport six hours early to get rebooked on anything going back to MUC and they still deny it is cancelled. After lining up for one hour get rebooked onto a Lufthansa flight by a TAP agent.,Detractor
9 July Auckland - Singapore. Seats not comfortable,Detractor
"Dubai to Atlanta, and Delta continues to lack customer service all around. Cleanliness of plane was not great, food was mediocre, flight attendants are not overly pleasant - rather more of a chore for them. Due to seniority the oldest attendants service the longer international flights, they really should change this model. 9 out of 10 times delta is late for me, gate agents are rude, more so in Atlanta (their hub) than other cities. Delta really needs to invest in customer service and understand the choices consumers have and where they can spend their money.",Detractor
"  Toronto to Detroit. After a red eye from Calgary to Toronto, the connecting flight to Detroit orginially scheduled for 8:50 AM was canceled. I was told to go to the Air Canada service desk where, understandably, at 5:30 in the morning, they were understaffed. When I was sent to another desk and finally helped, I had been rebooked for a flight to Detroit two days later. Thankfully the worker continued to check and found a 5 PM flight on the same day. I was given $20 in vouchers (which I now know over a 12 hour time span can be spent very quickly). When it was time to leave, there was an announcement made that our flight attendant could not be found and therefore we did not know our new time of departure. It was discovered later that she had gone through the wrong side in customs and the flight crew had to go through customs again",Passive
BA11 LHR-SIN 11 June. This flight and the reciprocal one from Singapore to London in economy a month ago have restored my faith in BA. The aircraft was clean and in good condition,Promoter
" Baltimore to Boston. When trying to check in (not realizing I had boarding pass already on phone) tried to scan on machine, which kept reading not checked in yet. I went to an employee for help, she couldn't bother looking at my phone to tell me know the boarding pass was on my phone (if always printed out boarding passes) told her the machine kept saying we must check in first, she all she kept saying was get in line to check in for flight, Wouldn't even take the time to listen, that I had already checked in. We were returning from a memorial they had at the Vietnam Veterans site for all veterans that had passed away after arriving home from Vietnam. My husband had just passed away due to agent orange exposure and I was devastated and still confused because of his death. But this employee wouldn't listen at all as I tried to explain to her I had checked In already, along with my son and young grandson. She just kept saying get in line, where people were checking bags, we had no bags to check in with and by this time it was 5:15 and had to wait in line for over 45 minutes with people that were checking their bags. Running to security, then to gate ( I had hurt my back and have horrible sciatica down my leg) but my son ran a head and got to the gate at 5:55. The attendant told us the doors just closed and we were unable to board plane. So we missed our plane home after a very emotional 2 days, because an employee at the check in wouldn't take the time to look at my phone and explain I could use that for boarding pass and did not need to wait in line for 45 minutes. I will never use this airline again. Also now reading others experience with this airline ( should have known better when calling with questions before even leaving for this trip. The customer service for this airline is just as bad, no matter what button you press for a question. They also have NO discounts for families of Americans veterans, money is all that matter to this airline. Never again will I ever use this airline, no compassion, no help with questions from their customers. Horrible!!",Detractor
Just returned to Edinburgh today on QR027 from Doha on Dreamliner. As this is a day flight leaving at 7.30am which is why we booked it does anyone know why every single window blind was put in to blackout mode after breakfast was served (not done by the passengers) and the cabin lights dimmed? Stayed this way throughout flight couldn't even see what the FA was serving us unless you put reading light on. If I wanted the ambience of a night flight I would have booked one! Just wondered if it is Qatar Airways policy to do this even on daytime flights. We were in economy 12 E & F. More legroom on short haul 737s very cramped very disappointed passenger!,Passive
All 4 flights reasonably good (Vienna-Male and back via Istanbul) however mostly unfriendly crew and delays of 2 of 4 flights. The delay as such was not too bad but the frustrating thing was that the pilots gave no information at all to the passengers. Imagine a delay of 1 hour and you sit in the plane and get no information about reason/extent of delay despite begging flight attendants for information. Pilots just did not care about passengers hope it is not the culture of Turkish Airlines. And there are two extremes: no announcements with regard to flight delay but otherwise so many announcements of useless information that passengers really got irritated. I'm sure Turkish Airlines is quite high in the ratio of announcement time versus flying time. Would be good if they reduce the announcement to the extent of other airlines. Please announce/talk less to passengers!,Detractor
" Austin to Indianapolis. Wow, that's all I can say about the super extravagant extortion forced to add a carry on or checked bag. ""Extras"" that are forced onto you if you ever plan to travel with a carry on or checked bag. Almost everybody has at least one or the other with every flight. To add just one bag to your ticket incase you forgot to add or who ever bought your ticket did not know the severity in fees and fines for not doing it at the time of purchase. To add 1 checked bag is $38 + 38.50 carrier chargeable + 4.50 except + air tax 4.00+ fee+ fee+. It was $82.50 for 1small bag that might make carry on size but that charge is super overcharged as well. $82.50! For a ticket that was $42.50, it would have been cheaper to just book 2seats. How in any way does it cost more to stow a bag than fly? How can an airline force such charges? This is an outrageous fee for forgetting or adding a bag. Heaven help me, I just did not know the extremely overpriced extortion fees for just taking 1 small bag. This company should feel ashamed for such extortionate practice! Outrageous!",Detractor
"I have flown with Alitalia a few times, and they seem to disappoint me on each trip. On this trip I flew from Milanâ€“Malpensa to Abu Dhabi. The premium economy seats are worse than the economy seats, I personally found the economy seats more comfortable. Inflight entertainment was not bad, not up to the standard of Emirates, but it kept me entertained. Food was not great. Overall you get what you pay for, a cheap plane ticket to your destination. Will fly them again but in economy.",Passive
